web-scraper-order,web-scraper-start-url,Type_Habits,Prix,Adresse,Image_Lien-src
"1752877035-5953","https://sn.coinafrique.com/categorie/vetements-homme?page=49","Ensemble homme","13 000CFA","Dakar, Sénégal",""
"1752877035-5954","https://sn.coinafrique.com/categorie/vetements-homme?page=49","Pantalon Jeans homme","8 000CFA","Medina, Dakar, Sénégal",""
"1752877035-5955","https://sn.coinafrique.com/categorie/vetements-homme?page=49","T-shirt","6 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877035-5956","https://sn.coinafrique.com/categorie/vetements-homme?page=49","Tunique homme","20 000CFA","Rufisque, Sénégal",""
"1752877035-5957","https://sn.coinafrique.com/categorie/vetements-homme?page=49","Vêtements hommes","25 000CFA","Rufisque, Sénégal",""
"1752877035-5958","https://sn.coinafrique.com/categorie/vetements-homme?page=49","Boubou getzner homme","80 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877035-5959","https://sn.coinafrique.com/categorie/vetements-homme?page=49","Pantalon Kaki Polo","8 000CFA","Dakar, Sénégal",""
"1752877035-5960","https://sn.coinafrique.com/categorie/vetements-homme?page=49","Chemise homme","12 000CFA","Dakar, Sénégal",""
"1752877035-5961","https://sn.coinafrique.com/categorie/vetements-homme?page=49","Costume traditionnel","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1752877035-5962","https://sn.coinafrique.com/categorie/vetements-homme?page=49","Costume africain","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1752877035-5963","https://sn.coinafrique.com/categorie/vetements-homme?page=49","Tenue traditionnelle homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1752877035-5964","https://sn.coinafrique.com/categorie/vetements-homme?page=49","Tenue traditionnelle homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1752877057-5965","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Ensemble short","12 500CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877057-5966","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Chemise homme","8 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877057-5967","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Ensemble homme","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877057-5968","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Tunique homme","27 500CFA","Dakar, Sénégal",""
"1752877057-5969","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Costumes croisés - 2 boutons","120 000CFA","Ouest Foire, Dakar, Sénégal",""
"1752877057-5970","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Vêtements homme","Prix sur demande","Pikine, Sénégal",""
"1752877057-5971","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Chemise homme","8 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877057-5972","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Ensemble homme","8 500CFA","Dakar, Sénégal",""
"1752877057-5973","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Chemise homme","6 500CFA","Dakar, Sénégal",""
"1752877057-5974","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Ensemble robe coton","Prix sur demande","HLM, Dakar, Sénégal",""
"1752877057-5975","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Chemise Lacoste","5 000CFA","Dakar, Sénégal",""
"1752877057-5976","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Pantalons Kaki","7 000CFA","Dakar, Sénégal",""
"1752877057-5977","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Chemise homme","7 000CFA","Dakar, Sénégal",""
"1752877057-5978","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Vêtement homme","Prix sur demande","Mbao, Dakar, Sénégal",""
"1752877057-5979","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Getzner homme","Prix sur demande","Mbao, Dakar, Sénégal",""
"1752877057-5980","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Coffret vêtement homme","17 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877057-5981","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Coffret vêtement homme","17 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877057-5982","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Coffret vêtement homme","17 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877057-5983","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Boubou traditionnel","40 000CFA","Damel, Dakar, Sénégal",""
"1752877057-5984","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Boubou homme","Prix sur demande","Medina, Dakar, Sénégal",""
"1752877057-5985","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Jean  homme","7 000CFA","Dakar, Sénégal",""
"1752877057-5986","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Jeans Turquie","8 000CFA","Dakar, Sénégal",""
"1752877057-5987","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Bassin riche Super Manium gold","12 000CFA","Dakar, Sénégal",""
"1752877057-5988","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Bassin riche Super Manium gold","5 000CFA","Dakar, Sénégal",""
"1752877057-5989","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Vêtements homme","Prix sur demande","Saint Louis, Sénégal",""
"1752877057-5990","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Vêtements hommes","30 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal",""
"1752877057-5991","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Vêtements hommes","30 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal",""
"1752877057-5992","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Vêtements hommes","30 000CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal",""
"1752877057-5993","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Blousons homme","Prix sur demande","Medina, Dakar, Sénégal",""
"1752877057-5994","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Lot de 6 caleçons","6 500CFA","Grand Yoff, Dakar, Sénégal",""
"1752877057-5995","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Caleçons","3 250CFA","Grand Yoff, Dakar, Sénégal",""
"1752877057-5996","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Vêtements hommes","20 000CFA","Grand Dakar, Dakar, Sénégal",""
"1752877057-5997","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Ensemble lacoste et jean","13 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1752877057-5998","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Jogging","8 500CFA","Dakar, Sénégal",""
"1752877057-5999","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Shorts","6 500CFA","Dakar, Sénégal",""
"1752877057-6000","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Ensemble shorts","10 000CFA","Dakar, Sénégal",""
"1752877057-6001","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Shorts","5 000CFA","Dakar, Sénégal",""
"1752877057-6002","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Ensemble jogging + t-shirt","12 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877057-6003","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Ensemble homme","13 000CFA","Dakar, Sénégal",""
"1752877057-6004","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Chemise homme 100% coton","6 500CFA","Dakar, Sénégal",""
"1752877057-6005","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Ensemble homme","13 000CFA","Dakar, Sénégal",""
"1752877057-6006","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Tenues africaines","Prix sur demande","Dakar, Sénégal",""
"1752877057-6007","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Lacoste homme","Prix sur demande","Colobane, Dakar, Sénégal",""
"1752877057-6008","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Pantalon Jean","8 500CFA","Pikine, Sénégal",""
"1752877057-6009","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Pantalons Jeans","Prix sur demande","Dakar Plateau, Dakar, Sénégal",""
"1752877057-6010","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Pantalon jeans homme","15 000CFA","Dakar-Plateau, Dakar, Sénégal",""
"1752877057-6011","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Chemisettes hommes","8 000CFA","Point E, Dakar, Sénégal",""
"1752877057-6012","https://sn.coinafrique.com/categorie/vetements-homme?page=48","T-shirt  Sénégal","12 000CFA","Medina, Dakar, Sénégal",""
"1752877057-6013","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Chemises Lacoste","Prix sur demande","Dakar, Sénégal",""
"1752877057-6014","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Shorts","Prix sur demande","Fass, Dakar, Sénégal",""
"1752877057-6015","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Ensemble homme","13 000CFA","Dakar, Sénégal",""
"1752877057-6016","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Tuniques homme","Prix sur demande","Dakar, Sénégal",""
"1752877057-6017","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Lacoste homme","7 000CFA","Dakar, Sénégal",""
"1752877057-6018","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Vêtements hommes","9 000CFA","Hann Bel-Air, Dakar, Sénégal",""
"1752877057-6019","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Chemises homme","10 000CFA","Dakar, Sénégal",""
"1752877057-6020","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Pantalons homme","3 000CFA","Dakar, Sénégal",""
"1752877057-6021","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Ensemble homme","18 000CFA","Dakar, Sénégal",""
"1752877057-6022","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Chemise homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1752877057-6023","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Chemise unique","10 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1752877057-6024","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Chemise homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1752877057-6025","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Chemise classe - homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1752877057-6026","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Chemise classe","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1752877057-6027","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Chemise homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1752877057-6028","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Chemise homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1752877057-6029","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Chemise homme","10 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1752877057-6030","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Chemise homme","10 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1752877057-6031","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Chemise homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1752877057-6032","https://sn.coinafrique.com/categorie/vetements-homme?page=48","T-shirts","9 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877057-6033","https://sn.coinafrique.com/categorie/vetements-homme?page=48","T-shirts","9 000CFA","Dakar Plateau, Dakar, Sénégal",""
"1752877057-6034","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Boubous homme","30 000CFA","Ouakam, Dakar, Sénégal",""
"1752877057-6035","https://sn.coinafrique.com/categorie/vetements-homme?page=48","T-shirts homme","2 500CFA","Ngaparou, Sénégal",""
"1752877057-6036","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Ensemble homme","11 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1752877057-6037","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Ensemble - Essentials","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1752877057-6038","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Ensemble - Fear of god","17 500CFA","Parcelle Assainies, Dakar, Sénégal",""
"1752877057-6039","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Ensemble - Jordan","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1752877057-6040","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Pantalon  noir homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1752877057-6041","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Ensemble - Moncler","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1752877057-6042","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Ensemble Christian Dior homme","17 500CFA","Parcelle Assainies, Dakar, Sénégal",""
"1752877057-6043","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Ensemble Balenciaga homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1752877057-6044","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Ensemble homme","17 500CFA","Parcelle Assainies, Dakar, Sénégal",""
"1752877057-6045","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Ensemble homme","13 000CFA","Dakar, Sénégal",""
"1752877057-6046","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Vêtements homme","5 000CFA","Dakar, Sénégal",""
"1752877057-6047","https://sn.coinafrique.com/categorie/vetements-homme?page=48","T-shirts homme","5 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1752877057-6048","https://sn.coinafrique.com/categorie/vetements-homme?page=48","Lacoste homme","8 000CFA","Dakar, Sénégal",""
"1752877085-6049","https://sn.coinafrique.com/categorie/vetements-homme?page=47","Chemise homme","6 000CFA","Colobane, Dakar, Sénégal",""
"1752877085-6050","https://sn.coinafrique.com/categorie/vetements-homme?page=47","T-shirt homme","6 000CFA","Colobane, Dakar, Sénégal",""
"1752877085-6051","https://sn.coinafrique.com/categorie/vetements-homme?page=47","Vêtements homme","Prix sur demande","Dakar, Sénégal",""
"1752877085-6052","https://sn.coinafrique.com/categorie/vetements-homme?page=47","Vêtements homme","Prix sur demande","Dakar, Sénégal",""
"1752877085-6053","https://sn.coinafrique.com/categorie/vetements-homme?page=47","Vêtements homme","Prix sur demande","Dakar, Sénégal",""
"1752877085-6054","https://sn.coinafrique.com/categorie/vetements-homme?page=47","Vêtements homme","9 000CFA","Dakar, Sénégal",""
"1752877085-6055","https://sn.coinafrique.com/categorie/vetements-homme?page=47","Pantalons Kaki","7 000CFA","Dakar, Sénégal",""
"1752877085-6056","https://sn.coinafrique.com/categorie/vetements-homme?page=47","Ensemble homme","13 000CFA","Dakar, Sénégal",""
"1752877085-6057","https://sn.coinafrique.com/categorie/vetements-homme?page=47","Vêtements homme","8 000CFA","Guediawaye, Dakar, Sénégal",""
"1752877085-6058","https://sn.coinafrique.com/categorie/vetements-homme?page=47","Vêtements homme","8 000CFA","Guediawaye, Dakar, Sénégal",""
"1752877085-6059","https://sn.coinafrique.com/categorie/vetements-homme?page=47","Vêtements homme","9 000CFA","Guediawaye, Dakar, Sénégal",""
"1752877085-6060","https://sn.coinafrique.com/categorie/vetements-homme?page=47","Vêtements homme","8 000CFA","Guediawaye, Dakar, Sénégal",""
"1752877085-6061","https://sn.coinafrique.com/categorie/vetements-homme?page=47","Jalaba  homme","Prix sur demande","Dakar, Sénégal",""
"1752877085-6062","https://sn.coinafrique.com/categorie/vetements-homme?page=47","Shorts homme","5 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1752877085-6063","https://sn.coinafrique.com/categorie/vetements-homme?page=47","Ensemble homme","13 000CFA","Dakar, Sénégal",""
"1752877085-6064","https://sn.coinafrique.com/categorie/vetements-homme?page=47","Vêtements homme","8 000CFA","Guediawaye, Dakar, Sénégal",""
"1752877085-6065","https://sn.coinafrique.com/categorie/vetements-homme?page=47","Polos Lacoste","6 000CFA","Parcelle Assainies, Dakar, Sénégal",""
"1752877085-6066","https://sn.coinafrique.com/categorie/vetements-homme?page=47","Vêtements hommes","Prix sur demande","Gueule Tapée-Fass-Colobane, Dakar, Sénégal",""
